"loc_rowid","kepid","tce_plnt_num","tce_period","tce_time0bk","tce_impact","tce_duration","tce_depth","tce_model_snr","av_training_set"
1099,"03231406",2,0.515318,131.598,0.09941,1.5,71.33,3.903,"AFP"
1100,"03231406",3,0.515322,131.983,0.1,1.5,86.8,5.062,"AFP"
1101,"03231406",4,0.515318,131.72,0.1,1.5,83.44,-1,"AFP"
1102,"03241604",1,1.70335,132.467,0.0008372,1.696,307,19.76,"AFP"
1103,"03241619",1,1.70335,132.467,0.1,2,504500,-1,"AFP"
1104,"03241619",2,1.70338,131.604,0.6043,3.028,152100,4348,"AFP"
1105,"03241662",1,1.70335,132.465,0.3002,1.379,168.1,11.81,"AFP"
1106,"03241685",1,4.0337,134.152,0.5194,8.769,50.59,7.944,"AFP"
1107,"03327992",2,4.2309,134.59,0.1,12.5,678.5,-1,"UNK"
1108,"03327993",1,2.11553,131.989,0.1653,4.107,359.9,28.25,"AFP"
1109,"03328026",1,2.11549,131.998,0.9972,3.437,366.2,42.93,"AFP"
1110,"03328027",1,2.11546,132.014,0.6706,3.707,155.6,15.27,"AFP"
1111,"03342794",1,14.1722,142.603,0.3958,2.535,248.9,24.72,"PC"
1112,"03342794",2,4.92025,135.414,0.8998,4.014,73.85,15.46,"PC"
1113,"03342952",1,1.03906,131.539,0.1,1.6,20.1,12.73,"AFP"
1114,"03342970",1,2.71151,132.072,0.8715,3.112,830.9,59.44,"PC"
1115,"03425851",1,110.379,175.931,0.4993,12.34,509,63.36,"PC"
1116,"03426367",1,2.10432,133.318,0.7002,1.163,219.7,22.53,"PC"
1117,"03426991",1,0.552998,131.793,0.01792,3.894,99.22,15.55,"UNK"
1118,"03427727",1,0.565233,132.088,0.8792,2.087,12.42,3.039,"AFP"
1119,"03442054",1,117.681,147.207,0.4422,12.76,45610,1407,"AFP"
1120,"03442054",2,117.681,178.233,0.9239,17.16,2026,53.33,"AFP"
1121,"03442055",1,29.6195,133.679,0.9553,5.721,345.6,38.55,"PC"
1122,"03442058",1,1.43011,131.553,0.02776,2.254,47.81,17.4,"AFP"
1123,"03455863",1,3.41285,131.615,1,6.301,335.1,19.64,"AFP"
1124,"03455863",2,3.41285,133.87,0.9907,6.088,236.3,15.49,"AFP"
1125,"03455863",3,3.41277,132.755,0.9926,5.896,211.2,15.65,"AFP"
1126,"03542167",1,4.51228,132.737,0.6847,14.63,17.21,6.942,"NTP"
1127,"03542222",1,0.504384,131.931,0.3129,1.153,28.33,4.027,"AFP"
1128,"03542345",1,2.0157,131.751,0.3284,2.111,27.34,9.345,"AFP"
1129,"03542345",2,1.00785,132.002,0.206,2.831,17.41,8.608,"NTP"
1130,"03548369",2,0.672921,131.763,0.915,2.125,29.53,8.753,"AFP"
1131,"03548449",1,1.02941,132.083,0.5186,2.833,16.68,9.512,"UNK"
1132,"03548622",1,569.452,143.455,0.01562,10.32,447.9,8.696,"UNK"
1133,"03629430",1,0.853425,131.707,0.695,2.949,54.87,14.98,"AFP"
1134,"03629430",2,0.853424,132.12,0.04741,3.268,42.51,12.93,"AFP"
1135,"03629473",1,0.853429,131.715,0.004272,3.521,22.04,10.53,"AFP"
1136,"03646449",1,65.7517,183.32,0.4608,6.401,378.2,9.117,"PC"
1137,"03647291",1,616.54,229.986,0.0124,4.14,272.3,4.797,"UNK"
1138,"03648000",1,0.542462,132.044,0.5,2.081,35.27,15.22,"UNK"
1139,"03648131",1,0.794803,132.017,0.03205,6.086,19.56,12.41,"UNK"
1140,"03663141",2,0.59161,131.713,0.7,1.796,41.34,7.676,"AFP"
1141,"03663173",1,174.637,184.524,0.6841,16.18,2741,27.27,"PC"
1142,"03663494",1,5.11698,133.904,0.6897,2.524,181.5,9.084,"UNK"
1143,"03663904",1,4.29795,132.655,0.03795,8.997,56.76,6.679,"AFP"
1144,"03757407",1,9.08906,132.06,0.4963,3.387,141.6,16.2,"AFP"
1145,"03757407",2,1.30081,132.576,0.8649,3.29,40.35,13.38,"AFP"
1146,"03757407",3,1.30083,131.616,0.8689,3.254,27.42,9.945,"AFP"
1147,"02998070",1,0.883956,131.977,0.8991,2.019,30.35,10.14,"UNK"
1148,"02998070",2,0.653011,131.687,0.9203,2.025,28.87,4.829,"UNK"
1149,"02998124",1,28.5979,152.984,0.364,7.698,85760,5234,"AFP"
1150,"03115728",2,3.45795,131.807,0.1954,10.36,10.29,7.242,"AFP"
1151,"03115728",3,3.45774,133.222,0.9072,7.287,20.17,9.908,"AFP"
1152,"03115833",1,10.1816,136.416,0.9199,3.511,5963,173.7,"PC"
1153,"03217554",2,0.99351,132.009,0.4973,2.004,70.14,1.903,"UNK"
1154,"03217554",3,1.91448,131.926,0.97,4.051,586.5,11.29,"AFP"
1155,"03217554",4,1.91447,132.689,0.1,3.5,41.49,-1,"AFP"
1156,"03218308",1,623.764,148.251,0.7939,10.91,327.5,6.344,"UNK"
1157,"03231410",1,0.515317,131.729,0.9077,1.028,252.1,11.38,"AFP"
1158,"03231410",2,0.644169,132.102,0.5,1.276,401.8,13.97,"UNK"
1159,"03231410",3,0.515327,131.842,0.1,1.5,2222,-1,"AFP"
1160,"03231950",1,2.1055,132.204,0.4538,7.749,23.37,7.998,"UNK"
1161,"03241685",2,4.03386,132.083,0.6404,12.47,36.7,7.567,"AFP"
1162,"03244792",1,3.05704,134.514,0.6984,3.614,136.8,13.99,"PC"
1163,"03245000",1,20.4136,148.511,0.9016,3.477,495.1,7.675,"UNK"
1164,"03328052",1,2.11552,132.002,0.3859,3.325,272.8,21.05,"AFP"
1165,"03328080",1,4.76563,133.501,0.01594,1.894,67.16,14.3,"PC"
1166,"03329204",1,51.598,152.383,0.7362,2.167,5995,83.39,"PC"
1167,"03342970",2,7.21204,136.759,0.0005456,3.997,965.8,44.78,"PC"
1168,"03343281",1,21.8661,138.52,0.01463,1.875,316.1,9.617,"AFP"
1169,"03343854",1,4.52736,134.18,0.8961,15.14,230.6,13.15,"UNK"
1170,"03343866",1,0.555968,131.973,0.9038,1.128,46.9,14.05,"UNK"
1171,"03427727",2,0.564936,132.359,0.1127,3.513,2.241,0.3098,"AFP"
1172,"03427759",1,11.8311,143.316,0.868,10.99,61.82,6.628,"UNK"
1173,"03427776",1,4.01668,134.24,0.9158,2.294,38120,1152,"AFP"
1174,"03427776",2,4.01669,132.231,0.9841,2.23,12530,384.8,"AFP"
1175,"03442058",2,1.43013,132.019,0.7,1.459,52.82,17.06,"AFP"
1176,"03442058",3,1.43016,132.605,0.9012,2.179,49.39,19.24,"AFP"
1177,"03442058",4,1.43015,131.868,0.1,1.947,32.11,11.75,"AFP"
1178,"03456198",1,0.654006,131.704,0.2883,2.05,61.61,13.05,"AFP"
1179,"03456198",2,0.654004,131.854,0.7,2.53,68.42,12.36,"AFP"
1180,"03456198",3,0.817543,131.697,0.5,2.006,132.1,18.24,"UNK"
1181,"03456605",1,0.682921,132.076,0.9028,1.224,166.2,8.008,"UNK"
1182,"03542345",3,2.01596,133.415,0.8999,1.624,34.87,12.94,"AFP"
1183,"03542566",1,1.58228,132.626,0.8264,5.205,20.28,10.82,"UNK"
1184,"03542573",1,3.4714,133.751,0.9483,4.978,92090,14330,"UNK"
1185,"03542574",1,3.47142,133.745,0.1,3.5,2028000,-1,"AFP"
1186,"03548639",1,13.8453,136.956,0.9119,2.625,99.27,14.93,"AFP"
1187,"03548639",2,13.8452,132.127,0.8774,1.617,108.4,14.46,"AFP"
1188,"03548900",1,0.564816,131.802,0.5198,1.828,96.56,12.01,"UNK"
1189,"03548900",2,3.09404,132.313,0.01429,15.13,205.2,9.89,"AFP"
1190,"03629474",1,0.853467,132.092,0.5,2.352,18.8,9.772,"AFP"
1191,"03629967",1,85.6538,155.127,0.7934,7.023,470.1,28.56,"PC"
1192,"03632089",1,31.7788,136.768,0.1614,8.05,262.5,20.48,"PC"
1193,"03632089",2,5.3279,133.544,0.7018,4.403,78.16,12.14,"PC"
1194,"03648289",1,28.9638,146.807,0.7335,1.54,566.6,7.22,"UNK"
1195,"03648437",1,17.5044,135.749,0.2426,4.249,736.6,41.91,"PC"
1196,"03649426",1,3.38197,132.911,0.8849,11.37,28.59,7.376,"NTP"
1197,"03650040",1,1.41165,131.616,0.7306,6.98,14.71,2.482,"AFP"
1198,"03650040",2,1.41158,132.652,0.9584,3.587,184.6,14.52,"AFP"
1199,"03663904",2,4.29811,134.017,0.2735,11.27,53.52,7.079,"AFP"
1200,"03728432",1,3.90862,133.932,0.6059,1.825,886.5,37.15,"PC"
1201,"03728701",1,51.1314,137.169,0.9004,6.31,375,18.89,"PC"
1202,"03730335",1,0.596076,131.833,0.1948,1.053,68.1,25.06,"AFP"
1203,"03757521",1,1.50266,132.052,0.1,2.211,32.77,10.91,"UNK"
1204,"03757521",2,0.751406,132.216,0.5,1.798,27.82,12.74,"UNK"
1205,"03757588",1,24.09,154.285,0.9462,10.92,6878,185.1,"AFP"
1206,"03757588",2,24.09,143.895,0.9702,9.835,2114,64.7,"AFP"
1207,"02998124",2,28.5979,137.893,0.8758,7.851,2945,261,"AFP"
1208,"02998561",1,0.703667,131.908,0.5,2.397,168.9,21.31,"UNK"
1209,"02998561",2,0.559388,131.91,0.6438,3.108,8.28,0.8237,"NTP"
1210,"03001885",1,2.67595,133.712,0.9796,2.764,468.4,17.27,"AFP"
1211,"03116412",1,12.992,136.322,0.6881,5.927,265.1,32.94,"PC"
1212,"03116989",1,1.42839,131.739,0.6969,4.434,20.81,6.909,"UNK"
1213,"03117510",1,0.826984,131.793,0.1,1.844,53.6,10.17,"AFP"
1214,"03117510",2,0.551311,131.924,0.3753,3.866,0.02103,0.00575,"NTP"
1215,"03218637",1,0.50382,131.708,0.9057,1.327,35.88,5.311,"UNK"
1216,"03218688",1,0.771639,132.134,0.7,1.357,61.13,7.309,"AFP"
1217,"03218908",1,18.9255,149.493,0.2956,3.758,630.3,36.07,"PC"
1218,"03232859",1,8.38721,138.903,0.9723,1.831,5722,374.8,"AFP"
1219,"03232859",2,8.38721,132.939,0.9826,1.933,2453,169.5,"AFP"
1220,"03233043",1,0.758924,131.545,0.1,1.5,2964,-1,"AFP"
1221,"03233043",2,0.75893,131.917,0.1,1.5,2719,-1,"AFP"
1222,"03245420",1,0.799737,131.576,0.9823,1.317,34.97,3.677,"AFP"
1223,"03245420",2,0.799541,132.168,0.4711,2.58,80.38,9.242,"AFP"
1224,"03245420",3,0.567246,131.57,0.9732,1.207,113.6,7.933,"NTP"
1225,"03245638",1,0.544988,131.525,0.01839,2.418,19.65,8.237,"UNK"
1226,"03329643",1,1.01501,131.598,0.01061,4.887,68.2,15.21,"AFP"
1227,"03329839",1,459.257,260.318,0.8144,3.621,311,4.318,"NTP"
1228,"03330684",1,1.26131,132.437,0.9008,1.271,100.1,11.54,"AFP"
1229,"03330688",1,1.97206,132.128,0.1067,5.945,36.54,9.41,"NTP"
1230,"03344419",1,0.651757,131.833,0.6783,0.9515,303.6,29.35,"AFP"
1231,"03344427",1,0.651779,131.814,0.009309,1.483,278700,1805,"AFP"
1232,"03345675",1,120.003,250.137,0.958,3.553,39670,185.1,"PC"
1233,"03346027",1,10.4473,140.948,0.3279,14.32,178.1,9.003,"UNK"
1234,"03428013",1,0.626618,131.569,0.2997,1.533,8.224,1.132,"AFP"
1235,"03428013",2,0.626638,131.896,0.003734,2.847,49.38,8.884,"AFP"
1236,"03428468",1,114.909,199.451,0.7218,7.726,204600,1373,"AFP"
1237,"03428468",2,114.909,208.489,0.9004,4.2,129600,716.9,"AFP"
1238,"03443127",1,0.668048,131.987,0.9124,1.895,40.08,6.854,"AFP"
1239,"03443127",2,0.66808,131.631,0.902,2.147,77.25,12.55,"AFP"
1240,"03443582",1,1.08595,132.567,0.1728,1.784,231.1,11.31,"NTP"
1241,"03443790",1,1.66579,132.196,0.948,1.678,1911,592.9,"AFP"
1242,"03456780",1,1.55644,131.605,0.5001,2.36,112.4,5.55,"UNK"
1243,"03456780",2,2.60899,131.708,0.7006,9.055,140,8.769,"UNK"
1244,"03456945",1,1.07294,131.886,0.9,2.653,22.38,6.347,"AFP"
1245,"03542588",1,3.47146,133.739,0.1,3.482,113.9,29.04,"AFP"
1246,"03543070",1,4.78362,135.41,0.9161,6.549,47.15,10.01,"AFP"
1247,"03543070",2,2.39206,132.4,0.9059,7.065,29.58,9.477,"UNK"
1248,"03543070",3,4.78422,132.817,0.8967,15.99,69.68,15.76,"AFP"
1249,"03548900",3,3.09332,134.51,0.978,6.821,345.7,11.72,"AFP"
1250,"03550372",1,0.681154,131.656,0.6946,1.379,57.62,7.767,"PC"
1251,"03550434",1,1.19104,132.079,0.1302,1.016,1113,60.02,"AFP"
1252,"03632418",1,2.78582,132.69,0.4967,3.491,68.85,54.06,"PC"
1253,"03632418",2,627.287,205.815,0.485,13.37,58.92,3.528,"NTP"
1254,"03633806",1,0.983098,132.307,0.5009,2.651,9.481,4.86,"UNK"
1255,"03633889",1,4.2657,133.489,0.0045,11.68,11.03,10.17,"NTP"
1256,"03650049",1,298.276,420.943,0.9717,13.08,1310,16.57,"UNK"
1257,"03650057",1,0.657813,131.664,0.07069,2.342,31.95,9.875,"UNK"
1258,"03650111",1,4.27872,132.907,0.7026,11.98,63.42,8.837,"NTP"
1259,"03650111",2,12.8344,142.517,0.4296,20.26,126.3,9.419,"NTP"
1260,"03730390",1,1.01638,131.586,0.05335,3.725,22.49,8.296,"AFP"
1261,"03730390",2,1.01635,132.376,0.03878,3.563,42.17,13.18,"AFP"
1262,"03732035",1,138.944,153.911,0.7528,10.78,519.8,22.61,"PC"
1263,"03757590",1,135.587,177.922,0.1,3.5,371400,-1,"AFP"
1264,"03757590",2,270.595,314.902,0.1,15,3809,-1,"NTP"
1265,"03757778",1,36.5143,163.795,0.0004602,6.467,115300,1851,"AFP"
1266,"03757778",2,36.514,151.207,0.8267,10.7,5022,116.3,"AFP"
1267,"03757814",1,0.536748,132.018,0.9,1.698,14.09,3.3,"UNK"
1268,"03002336",1,0.831801,131.614,0.1787,2.055,19.4,8.603,"UNK"
1269,"03002478",1,6.35706,135.477,0.7626,1.369,263.1,17.16,"PC"
1270,"03003019",1,0.502539,131.659,0.3904,1.275,8.943,1.657,"UNK"
1271,"03003991",1,7.24478,131.86,0.5362,3.407,97490,4449,"AFP"
1272,"03117511",1,0.826982,131.795,0.7163,1.569,57.72,9.321,"AFP"
1273,"03117511",2,0.826979,132.216,0.7,1.623,61.03,10.58,"AFP"
1274,"03117514",1,0.545945,131.679,0.0003265,3.661,63.39,9.44,"NTP"
1275,"03118797",1,66.4163,188.133,0.08924,6.943,2526,34.7,"PC"
1276,"03218908",2,1.4753,131.844,0.7,2.208,128.3,21.61,"PC"
1277,"03218908",3,4.15245,134.58,0.2793,2.543,204.7,20,"AFP"
1278,"03219037",1,10.0051,136.831,0.8998,3.744,149.5,11.71,"PC"
1279,"03219037",2,5.0396,133.826,0.8402,4.649,65.78,7.993,"UNK"
1280,"03233302",1,2.12346,132.765,0.3,7.937,29.3,14.13,"AFP"
1281,"03233302",2,2.12336,131.841,0.4771,8.036,26.98,15.71,"AFP"
1282,"03234598",1,12.9048,144.312,0.006624,3.093,412.8,19.28,"PC"
1283,"03234598",2,31.2012,140.07,0.8062,4.02,329,11.71,"PC"
1284,"03245969",1,11.391,137.705,0.5387,2.473,1047,22.33,"PC"
1285,"03246083",1,2.3486,133.679,0.9911,3.896,124.2,10.16,"NTP"
1286,"03246083",2,4.69713,134.909,0.5012,14.96,79.98,7.912,"NTP"
1287,"03246782",1,1.69412,131.667,0.07742,5.272,35.5,10.3,"NTP"
1288,"03335813",1,3.71101,132.488,0.9974,3.409,9023,648.4,"AFP"
1289,"03335816",1,3.71101,132.488,0.9787,3.476,24790,5098,"UNK"
1290,"03336055",1,588.884,208.824,0.7928,11.08,206.3,3.399,"UNK"
1291,"03336283",1,0.576412,131.695,0.1035,1.539,22.22,7.239,"AFP"
1292,"03346027",2,1.38803,132.673,0.9728,2.998,188.3,12.65,"AFP"
1293,"03346027",3,1.38797,132.043,0.9,4.471,149.6,13.12,"AFP"
1294,"03346154",1,1.95271,133.162,0.8945,0.7939,385.1,33.32,"PC"
1295,"03429637",1,0.853012,131.868,0.7017,3.026,25.08,23.27,"AFP"
1296,"03429637",2,0.85379,132.503,0.9685,1.685,4.272,1.331,"AFP"
1297,"03429973",1,0.746634,131.858,0.3,2.363,9.411,5.589,"AFP"
1298,"03429973",2,0.746579,131.526,0.2165,1.794,16.14,9.164,"AFP"
1299,"03443790",2,1.66579,133.028,0.5076,1.435,722.6,222.3,"AFP"
1300,"03444098",1,0.723502,131.596,0.5045,1.144,343.7,14.74,"AFP"
1301,"03444588",1,0.928321,131.942,0.1,1.326,379.3,25.17,"PC"
1302,"03444699",1,459.334,260.175,0.7305,3.341,1016,7.829,"NTP"
1303,"03456945",2,1.07301,131.521,0.08391,1.628,37.47,8.114,"AFP"
1304,"03456945",3,1.07279,132.472,0.3038,3.797,26.06,8.037,"AFP"
1305,"03457172",1,2.05182,133.193,0.1,7.5,398,-1,"NTP"
1306,"03457192",1,2.13938,133.31,0.4726,7.474,32.54,9.816,"AFP"
1307,"03457192",2,2.14025,132.807,0.9909,3.59,133.9,11.28,"AFP"
1308,"03543270",1,4.17693,133.197,0.8432,5.024,71540,2236,"AFP"
1309,"03543270",2,4.1769,135.284,0.1,3.5,16670,-1,"AFP"
1310,"03543433",1,307.875,166.507,0.01124,10.25,325.5,3.631,"UNK"
1311,"03543931",1,4.9296,132.782,0.8768,13.31,8.289,6.413,"UNK"
1312,"03553413",1,1.34725,132.043,0.9993,1.687,54.17,10.62,"UNK"
1313,"03553413",2,2.02089,132.022,0.1,7.5,211.2,-1,"NTP"
1314,"03553900",1,12.5747,142.35,0.6767,2.927,307.4,9.238,"PC"
1315,"03554031",1,8.70795,136.651,0.001251,2.505,1580,26.84,"PC"
1316,"03554031",2,4.17636,131.648,0.4985,2.359,600.5,14.51,"PC"
1317,"03634051",1,453.544,360.06,0.6522,17.01,845.7,37.99,"PC"
1318,"03634051",2,122.806,179.313,0.6833,1.957,297.6,11.25,"PC"
1319,"03634169",1,2.95906,133.923,0.9119,6.265,13.4,7.705,"UNK"
1320,"03654095",1,1.30356,131.78,0.7024,1.145,219.6,22.22,"AFP"
1321,"03654515",1,1.22127,131.802,0.8995,4.105,8.44,3.573,"AFP"
1322,"03654515",2,1.22157,132.571,0.1289,3.114,39.36,8.961,"AFP"
1323,"03732821",1,13.7347,142.328,0.4952,2.381,741.7,31.04,"PC"
1324,"03732894",1,1.54036,132.005,0.499,1.51,73.06,11.51,"AFP"
1325,"03733346",1,0.569862,131.678,0.5527,1.094,497,37.68,"AFP"
1326,"03733346",2,0.569864,132.08,0.1,1.5,1014,-1,"AFP"
1327,"03733628",1,13.8996,141.165,0.4466,3.455,1141,123.3,"PC"
1328,"03757814",2,0.694301,132.091,0.9239,2.138,61.25,10.76,"UNK"
1329,"03758403",1,1.83102,132.627,0.5,2.859,104,9.012,"AFP"
1330,"03758403",2,1.83105,133.123,0.4516,3.007,106,9.122,"AFP"
1331,"03003992",1,7.24483,131.856,0.01476,2.433,52.68,23.59,"AFP"
1332,"03003992",2,13.5548,139.82,0.6122,2.289,59.43,19.31,"AFP"
1333,"03097346",1,4.0298,134.423,0.4639,3.376,97.82,55.48,"AFP"
1334,"03097352",1,4.0298,134.422,0.3171,4.328,154100,1097,"AFP"
1335,"03097352",2,4.02979,132.407,0.1,3,7822,-1,"AFP"
1336,"03119256",1,4.14244,132.907,0.2983,2.295,67.32,20.38,"AFP"
1337,"03119256",2,0.69415,131.93,0.7117,1.225,18.1,12.36,"UNK"
1338,"03119256",3,1.75046,131.817,0.000006813,3.519,25.26,10.47,"NTP"
1339,"03219256",1,0.535567,132.016,0.9019,1.784,28.14,5.277,"AFP"
1340,"03219256",2,0.535567,131.752,0.4487,2.115,20.43,3.356,"AFP"
1341,"03219643",1,24.3368,154.38,0.1772,2.744,569.5,14.22,"PC"
1342,"03234843",1,10.6136,140.856,0.7232,3.53,588.5,17.07,"PC"
1343,"03234843",2,29.7271,134.662,0.4301,3.18,1053,16.65,"PC"
1344,"03236705",1,83.2663,194.24,0.1932,2.834,669.2,12.97,"PC"
1345,"03238010",1,6.82364,133.714,0.6855,7.65,46.89,7.804,"UNK"
1346,"03246867",1,5.32739,133.267,0.464,2.338,114.1,8.066,"UNK"
1347,"03246890",1,3.31229,133.344,0.2982,3.091,71.94,21.64,"AFP"
1348,"03246890",2,3.31226,132.262,0.6685,1.546,66.38,17.2,"AFP"
1349,"03336283",2,10.7657,134.411,0.9833,18.43,198.4,15.79,"AFP"
1350,"03336283",3,10.7661,140.719,1,15.87,184.7,14.51,"AFP"
1351,"03336283",4,10.7611,137.743,0.9945,16.67,174.1,15.94,"AFP"
1352,"03336476",1,1.89127,132.683,0.9701,3.131,14.6,12.29,"AFP"
1353,"03346195",1,0.680478,132.215,0.9,1.895,8.641,1.371,"AFP"
1354,"03346195",2,0.680524,131.808,0.9,2.261,86.72,11.75,"AFP"
1355,"03346195",3,0.701055,132.175,0.005674,2.029,142.5,6.868,"UNK"
1356,"03346543",1,12.4699,143.743,0.1601,3.272,89.68,8.728,"UNK"
1357,"03431662",1,459.32,260.201,0.6293,3.939,1809,4.948,"NTP"
1358,"03433668",1,15.022,143.692,0.881,4.652,104.4,12.54,"PC"
1359,"03437557",1,4.67963,134.089,0.2645,14.68,8.405,5.448,"AFP"
1360,"03445068",1,459.224,260.394,0.2807,3.445,2118,7.73,"NTP"
1361,"03445406",1,1.33865,132.748,0.3,2.229,37.08,8.333,"UNK"
1362,"03445443",1,0.57263,131.603,0.5408,3.642,5.992,1.829,"NTP"
1363,"03445812",1,0.605493,132.012,0.778,1.033,0.1311,0.01435,"AFP"
1364,"03458028",1,1.44257,132.635,0.7017,2.766,99.62,45.16,"PC"
1365,"03458318",1,0.698026,131.84,1,1.201,239.6,9.082,"UNK"
1366,"03458687",1,0.98385,132.224,0.2859,3.668,51.42,13.48,"UNK"
1367,"03543931",2,1.64305,132.881,0.8742,5.45,4.354,5.044,"UNK"
1368,"03544595",1,4.72674,134.926,0.8821,3.002,270.2,242.3,"PC"
1369,"03544640",1,30.8278,143.144,0.1193,4.23,714.6,14.35,"PC"
1370,"03544653",1,0.604154,131.566,0.8956,1.994,20.08,9.633,"UNK"
1371,"03554031",3,14.8624,131.633,0.08414,3.332,959.9,14.02,"PC"
1372,"03554600",1,7.54428,138.604,0.5409,4.6,311.4,14.14,"AFP"
1373,"03554600",2,7.54427,134.041,0.409,3.901,341.7,14.66,"AFP"
1374,"03555191",1,0.761168,131.745,0.2636,2.547,132.8,8.589,"AFP"
1375,"03634384",1,0.591363,131.814,0.898,1.523,123.7,19.95,"AFP"
1376,"03634384",2,0.591352,131.522,0.01033,2.729,98.23,17.53,"AFP"
1377,"03634981",1,596.577,144.117,0.6776,10.8,98.03,1.799,"UNK"
1378,"03635233",1,3.74326,132.499,0.9017,7.313,75.64,12.48,"AFP"
1379,"03654719",1,25.9201,138.192,0.6301,6.791,451.2,11.73,"AFP"
1380,"03654950",1,4.06737,134.316,0.8714,5.796,67290,1356,"AFP"
1381,"03655115",1,1.56063,131.817,0.9479,3.447,154.8,12.09,"AFP"
1382,"03655115",2,1.56073,132.82,0.984,2.804,183.5,13.2,"AFP"
1383,"03733638",1,10.0712,140.066,0.5244,6.815,47.38,9.102,"UNK"
1384,"03733693",1,1.50183,132.761,0.8717,3.372,32.06,10.9,"UNK"
1385,"03734418",1,3.97597,133.625,0.00004884,2.23,185.5,23.05,"PC"
1386,"03758443",1,1.02527,131.797,0.3399,4.042,26.09,7.639,"NTP"
1387,"03758499",1,14.5167,137.563,0.9406,5.406,88.35,9.565,"PC"
1388,"03758922",1,17.7413,144.351,0.4845,4.694,147.9,8.692,"UNK"
1389,"03759974",1,1.37956,132.723,0.3,5.435,131.5,10.93,"NTP"
1390,"03097912",1,2.90833,132.963,0.9001,6.671,26.95,6.521,"AFP"
1391,"03097912",2,2.90833,131.572,0.9,5.375,25.79,6.443,"AFP"
1392,"03097926",1,14.9798,143.46,0.452,3.446,1406,32.67,"PC"
1393,"03119307",1,0.879364,131.896,0.6839,1.255,81.55,6.05,"AFP"
1394,"03119307",2,0.879359,132.342,0.5036,1.282,104,8.113,"AFP"
1395,"03119604",1,0.557398,131.824,0.9044,1.306,33.63,12.82,"AFP"
1396,"03119604",2,0.562119,131.837,0.9441,1.481,33.14,12.98,"AFP"
1397,"03219995",1,18.8706,143.956,0.8274,3.411,593.9,28.88,"PC"
1398,"03221077",1,0.839513,132.067,0.9,2.048,43.34,4.684,"UNK"
1399,"03221272",1,0.710736,131.638,0.1,2,5683,-1,"UNK"
1400,"03221310",1,0.852283,131.676,0.1,1.248,35.15,11.4,"UNK"
1401,"03222104",1,0.78985,131.58,0.9386,1.014,0.0007812,0.0003551,"UNK"
1402,"03238059",1,459.321,260.206,0.117,3.365,1886,4.969,"NTP"
1403,"03238073",1,0.734063,131.534,0.4999,2.521,92.1,10.6,"AFP"
1404,"03238073",2,0.734105,132.092,0.7,2.846,173.3,12.26,"AFP"
1405,"03238245",1,2.62679,133.339,0.6683,7.223,34.17,10.3,"AFP"
1406,"03246890",3,3.31227,134.343,0.1753,2.289,44.02,13.14,"AFP"
1407,"03246890",4,1.10406,132.436,0.6832,1.706,28.74,11.87,"NTP"
1408,"03246890",5,3.31221,133.098,0.1,3.5,179,-1,"AFP"
1409,"03246984",1,1.62661,132.411,0.3174,1.244,997.4,59.64,"AFP"
1410,"03246984",2,1.62638,132.353,0.01243,2.135,109.4,7.449,"AFP"
1411,"03336765",1,1.84486,132.162,0.2481,1.545,98.2,23.76,"AFP"
1412,"03336845",1,0.996876,132.091,0.6112,1.109,58.27,14.28,"AFP"
1413,"03336845",2,0.996861,131.6,0.7073,0.9686,45.02,10.7,"AFP"
1414,"03336937",1,459.338,260.176,1,4.611,1620,5.735,"NTP"
1415,"03347258",1,0.725091,131.997,0.3627,2.318,36.87,14.65,"NTP"
1416,"03347307",1,1.83288,132.224,0.6985,4.484,36.17,7.631,"UNK"
1417,"03347337",1,514.129,384.378,0.8732,5.802,56.55,2.712,"NTP"
1418,"03437557",2,9.35838,136.422,0.837,15.25,17.8,8.216,"UNK"
1419,"03437557",3,4.67926,132.971,0.5098,13.76,11.7,7.935,"AFP"
1420,"03437739",1,1.89129,132.686,0.1516,4.766,55.37,7.601,"AFP"
1421,"03437776",1,10.2977,131.733,0.7121,4.467,449.3,38.53,"AFP"
1422,"03446451",1,1.28469,131.91,0.1768,1.136,54.22,23.54,"AFP"
1423,"03446471",1,0.670884,131.696,0.9398,0.7229,123,1.481,"AFP"
1424,"03446471",2,0.67005,131.659,0.08092,2.012,139.4,3.14,"AFP"
1425,"03446471",3,0.511529,131.716,0.8984,1.123,546.4,8.369,"UNK"
1426,"03458919",1,0.892084,131.805,0.9192,1.219,2623,42.2,"NTP"
1427,"03458990",1,17.1348,141.252,1,23.59,233.2,36,"NTP"
1428,"03459199",1,1.57052,132.339,0.9792,2.646,2057,339.4,"AFP"
1429,"03459226",1,0.53961,132,0.9022,1.298,6.247,11.74,"UNK"
1430,"03544678",1,6.37621,134.959,0.05373,2.24,253.3,8.756,"AFP"
1431,"03544678",2,6.37605,132.052,0.1699,1.792,332.1,10.63,"AFP"
1432,"03544689",1,1.92287,132.733,0.9266,3.167,1317,104.4,"AFP"
1433,"03544694",1,1.92289,132.722,0.8355,3.49,110800,1878,"AFP"
1434,"03555191",2,0.761217,132.101,0.9736,1.7,282.3,18.77,"AFP"
1435,"03556220",1,0.796685,132.304,0.9,1.68,44.36,16.12,"AFP"
1436,"03556742",1,0.823012,132.164,0.6229,1.29,74.24,12.91,"UNK"
