"loc_rowid","kepid","tce_plnt_num","tce_period","tce_time0bk","tce_impact","tce_duration","tce_depth","tce_model_snr","av_training_set"
1,"01162345",2,0.83185,132.227,0.926,2.392,6.092,2.95,"AFP"
2,"01292087",2,1.09524,132.133,0.2563,2.122,34.53,10.6,"UNK"
3,"01293031",2,0.719273,132.227,0.7,1.521,29.68,8.302,"UNK"
4,"01162345",3,0.831833,131.919,0.09536,2.181,27.1,11.95,"AFP"
5,"01164109",1,622.408,162.256,0.00319,12.01,161.3,3.719,"UNK"
6,"0757450",1,8.88492,134.452,0.05677,2.078,16310,473.3,"PC"
7,"0892667",1,2.26211,132.171,0.3,7.509,29.41,9.239,"NTP"
8,"0892772",1,5.0926,133.451,0.3,3.399,246.5,15.25,"AFP"
9,"01026032",1,8.46044,133.774,0.9829,4.804,76500,2368,"UNK"
10,"01026032",2,4.23022,133.998,0.9991,4.606,28810,1311,"UNK"
11,"01026133",2,2.69191,132.267,0.2052,5.53,40.43,11.97,"UNK"
12,"01026133",1,1.34629,132.842,0.9948,1.626,31.94,11.52,"UNK"
13,"01028018",1,0.614378,131.652,0.2898,1.448,129.3,10.86,"UNK"
14,"01026957",1,21.7613,144.779,0.318,1.277,1221,101.3,"AFP"
15,"01160891",1,0.940463,132.4,0.712,3.354,19.39,4.058,"AFP"
16,"01160891",2,0.940463,131.66,0.895,3.332,111.3,15.23,"AFP"
17,"01160891",3,0.94052,132.025,0.1,3.188,79.63,18.36,"AFP"
18,"01162150",2,0.778568,131.662,0.9013,1.399,71.9,11.18,"AFP"
19,"01162150",1,0.778574,131.98,0.7002,1.361,94.81,14.42,"AFP"
20,"01161345",1,4.28758,133.434,0.7064,1.113,890.7,137.9,"PC"
21,"01162150",3,1.28453,132.236,0.9104,4.175,62.76,10.3,"UNK"
22,"01293031",1,1.07861,132.563,0.5,3.461,26.43,9.234,"UNK"
23,"01162345",1,0.831777,131.698,0.8744,2.349,24.27,8.812,"AFP"
24,"01292087",1,0.547626,131.888,0.4156,1.408,14.14,5.218,"NTP"
25,"01573174",2,0.748347,131.886,0.644,2.897,275.1,16.21,"AFP"
26,"01574792",1,1.39175,131.572,0.5077,3.33,22.04,8.124,"NTP"
27,"01575690",1,1.1262,132.441,0.5078,1.632,23050,663.3,"AFP"
28,"01575873",1,0.629008,131.551,0.1038,1.421,18.43,15.74,"AFP"
29,"01865567",1,0.674634,131.702,0.9,2.16,4.77,10.12,"NTP"
30,"01865567",2,1.34942,132.595,0.3246,3.159,10.65,17.03,"AFP"
31,"01865567",3,1.34947,131.992,0.7,2.005,13.77,20.18,"AFP"
32,"02019227",1,2.98032,132.415,0.8989,8.03,23.09,8.974,"NTP"
33,"02019297",1,3.79424,132.645,0.2008,6.716,46.86,10.48,"UNK"
34,"02019477",1,27.2481,131.912,0.004853,10.76,82.34,9.339,"PC"
35,"02167600",1,1.69146,132.463,0.9973,2.232,60.83,13.29,"NTP"
36,"02167600",2,3.38294,131.639,0.9,4.822,33.27,6.253,"AFP"
37,"02167600",3,3.38292,133.417,0.9584,7.093,42.58,11.8,"AFP"
38,"02167783",1,0.862877,132.072,0.9,1.854,220.6,11.01,"UNK"
39,"02306740",2,10.3069,133.432,0.1,7.5,354100,-1,"AFP"
40,"02306740",3,10.307,138.748,0.9992,18.64,71520,1316,"AFP"
41,"02307197",1,449.504,266.033,0.5014,9.138,955.9,6.595,"UNK"
42,"02307199",1,13.4472,132.83,0.1,2.33,1343,102.6,"AFP"
43,"02439211",2,0.499972,131.62,0.7,1.385,70.02,6.968,"AFP"
44,"02439243",1,26.0204,154.527,0.3372,4.737,1149,22.53,"PC"
45,"02439469",1,21.1653,137.638,0.1083,15.21,183,8.8,"UNK"
46,"02439660",1,0.668328,131.84,0.9299,1.789,0.001231,0.001844,"UNK"
47,"02554853",1,3.51468,132.251,0.8842,4.885,26.23,4.795,"AFP"
48,"02554853",2,3.51349,133.85,0.9426,7.943,32.21,8.384,"AFP"
49,"02554867",1,2.4894,133.193,0.9207,6.558,80.86,7.782,"UNK"
50,"02554867",2,0.723891,132.122,0.5038,2.489,54.92,6.405,"AFP"
51,"02578072",1,0.968246,132.411,0.01462,6.848,28.06,9.769,"AFP"
52,"02578077",1,1.87905,133.276,0.5005,5.695,9.616,9.827,"AFP"
53,"02578077",2,1.87845,132.8,0.9094,4.979,10.66,11.02,"AFP"
54,"02693092",2,39.8415,141.997,0.9999,7.328,4906,544.5,"AFP"
55,"02693097",1,1.41352,132.125,0.4955,4.822,55.95,7.039,"NTP"
56,"02693097",2,4.24047,132.84,0.7026,7.312,164.1,12.4,"NTP"
57,"02693097",3,2.82707,132.827,0.7233,8.768,124,10.32,"NTP"
58,"02714932",1,1.93658,133.363,0.6929,6.319,67.94,9.857,"AFP"
59,"02714932",2,1.93652,132.486,0.03826,6.076,69.77,11.81,"AFP"
60,"02714947",1,0.968245,132.456,0.004675,5.362,30.11,11.61,"AFP"
61,"02714954",1,0.968155,132.518,0.991,1.23,18.12,5.537,"AFP"
62,"02721129",1,550.335,366.943,0.1166,11.28,2197,6.192,"UNK"
63,"02721129",2,299.74,305.118,0.5573,6.614,1501,4.783,"UNK"
64,"02721835",1,1.45433,132.138,0.6996,5.705,17.88,8.096,"UNK"
65,"02722074",1,1.93859,131.79,0.2512,7.168,41.9,10.72,"NTP"
66,"02854698",1,8.18736,138.061,0.3583,3.019,549.4,45.52,"PC"
67,"02854698",2,76.051,161.706,0.2298,6.691,409.8,14.03,"PC"
68,"02854914",1,25.9341,149.761,0.8502,4.779,421.7,36.34,"PC"
69,"02854914",2,83.4463,158.682,0.7151,6.621,492,28.78,"PC"
70,"02987660",1,0.508591,131.57,0.9003,1.489,21.16,2.289,"UNK"
71,"02987660",2,0.904939,132.327,0.07454,5.193,125.1,9.165,"NTP"
72,"02988145",1,1.23358,132.362,0.1,4.5,214.5,-1,"AFP"
73,"02988145",2,1.23355,131.563,0.4934,4.36,147.6,12.18,"AFP"
74,"01575977",1,2.54043,132.81,0.9,4.918,192.5,9.774,"UNK"
75,"02992648",1,1.07736,131.895,0.9,2.367,27.17,11.39,"UNK"
76,"02992648",2,3.23279,133.681,0.9837,5.294,60.6,10.06,"AFP"
77,"02992648",3,3.23213,132.619,0.9051,6.282,27.88,7.269,"AFP"
78,"02855603",2,0.758263,131.955,0.8992,2.344,38.8,13.81,"AFP"
79,"02855680",1,1.69338,132.158,0.2627,5.273,26.75,9.4,"UNK"
80,"02855680",2,0.564462,131.546,0.04668,3.532,19.52,10.26,"UNK"
81,"02856756",1,0.641049,131.645,0.7118,1.891,26.4,21.75,"AFP"
82,"02857323",2,0.548762,131.962,0.7128,1.342,137.4,14.48,"AFP"
83,"02857607",1,41.8668,147.006,0.2896,5.656,159.7,11.4,"PC"
84,"02857722",1,0.630084,132.139,0.7073,1.11,86.57,10.6,"AFP"
85,"02857722",2,0.630087,131.709,0.5165,0.8888,91.77,10.16,"AFP"
86,"02860114",1,0.941598,132.037,0.3418,0.9807,481.3,49.56,"AFP"
87,"02860594",1,5.49994,132.816,0.3557,10.08,41850,4074,"AFP"
88,"02860594",2,2.74997,132.819,0.6804,9.121,6821,698.8,"UNK"
89,"02860594",3,5.50026,136.528,0.6968,15.24,186.3,21.43,"AFP"
90,"02860594",4,5.50012,134.535,0.1,15,169.4,-1,"AFP"
91,"02307199",2,13.4457,133.221,0.4145,21.53,111,15.64,"AFP"
92,"02860851",1,1.19676,132.024,0.9938,1.656,68.27,16.95,"AFP"
93,"02860851",2,1.19686,132.548,0.9901,1.8,73.1,20.39,"AFP"
94,"02439798",1,459.313,260.216,0.6951,2.587,256.9,6.684,"NTP"
95,"02969628",2,1.97363,131.957,0.5113,1.905,25.29,14.1,"AFP"
96,"02969628",3,1.97363,132.653,0.2785,1.789,19.51,10.77,"AFP"
97,"02969638",1,1.97361,131.935,0.985,3.286,143.3,16.74,"AFP"
98,"02554867",3,0.72386,131.837,0.5926,2.967,106.4,12.71,"AFP"
99,"02970670",1,0.947537,131.889,0.9023,1.058,51.96,11.08,"UNK"
100,"02970804",1,0.686988,131.667,0.9001,1.301,330.1,19.98,"AFP"
101,"02970804",2,2.02126,133.039,0.3,6.833,223.3,10.59,"UNK"
102,"02971415",2,7.35389,136.198,0.6932,15.45,51.14,10.78,"AFP"
103,"02971415",3,3.67731,134.194,0.9098,10.85,35.41,10.78,"UNK"
104,"02972005",1,2.79666,131.88,0.6653,1.957,175.5,9.395,"UNK"
105,"02972005",2,4.19539,134.393,0.9,14.39,30.01,3.044,"UNK"
106,"02693450",1,0.847716,131.731,0.3776,3.172,22.2,11.41,"AFP"
107,"02974815",1,0.731707,131.968,0.7088,1.064,203.1,9.05,"UNK"
108,"02974858",1,0.996298,131.835,0.02521,3.803,74.76,5.056,"NTP"
109,"02975770",1,71.5254,191.691,0.3516,5.972,6092,114.5,"PC"
110,"02714955",1,0.982769,132.08,0.00237,5.315,73.82,10.15,"NTP"
111,"02984505",1,3.04949,132.692,0.9076,5.135,40.27,9.209,"UNK"
112,"02985022",1,0.58119,131.52,0.2391,1.925,206.4,13.94,"UNK"
113,"02985398",1,0.582576,131.682,0.1,1.251,336,9.253,"AFP"
114,"02985398",2,0.581897,132.026,0.02164,0.6458,240,2.718,"AFP"
115,"02985587",1,3.37572,134.213,0.8918,1.293,160.5,20.41,"PC"
116,"02985767",1,14.0797,139.958,0.8503,1.44,164.5,26.93,"PC"
117,"02988145",3,1.78835,133.328,0.9736,4.379,490,14.61,"UNK"
118,"02988768",1,459.312,260.216,0.9848,3.797,1106,8.052,"NTP"
119,"02988783",1,0.766194,131.777,0.5,1.918,65.75,13.24,"UNK"
120,"02989404",1,3.55382,134.644,0.4769,3.036,185.8,62.55,"PC"
121,"01293379",1,27.5557,132.201,0.1744,9.514,308.7,7.172,"UNK"
122,"01294670",1,0.593624,131.759,0.9042,1.855,67.05,11.28,"AFP"
123,"01294670",2,0.593647,132.05,0.006181,2.318,97.87,13.29,"AFP"
124,"01294756",1,0.53025,131.971,0.7371,2.75,4.373,9.626,"UNK"
125,"01575977",2,1.08868,131.724,0.5,3.385,130.4,8.758,"UNK"
126,"01575977",3,0.693727,131.803,0.1,2.5,346.7,-1,"UNK"
127,"01576115",1,5.44317,135.635,0.9785,7.416,639.7,11.66,"UNK"
128,"01576115",2,1.81441,132.603,0.9989,3.315,388.2,12.76,"AFP"
129,"01866252",1,0.700471,132.17,0.3239,1.316,15.79,5.588,"UNK"
130,"01867078",1,620.929,349.558,1,41.67,3504,11.25,"UNK"
131,"01867630",1,1.38953,131.995,0.7883,6.144,5.704,4.178,"NTP"
132,"01868918",1,0.583637,131.876,0.3142,1.826,5.686,6.518,"UNK"
133,"02019477",2,20.5715,149.246,0.2253,14.5,69.77,9.794,"PC"
134,"02019477",3,1.511,132.128,0.5777,6.155,28.61,11.64,"UNK"
135,"02019477",4,3.02213,134.327,0.3391,9.04,23.67,8.83,"NTP"
136,"02020444",1,0.506371,132.001,0.07712,1.736,61.34,10.2,"UNK"
137,"02167783",2,0.516584,131.698,0.3185,1.681,191.6,10.07,"UNK"
138,"02167890",1,2.64829,133.038,0.9,2.649,12680,366.2,"AFP"
139,"02167890",2,2.64828,131.718,0.7,1.916,730.8,35.63,"AFP"
140,"02168333",1,0.596465,131.901,0.7,2,73.1,11.94,"UNK"
141,"02307206",1,204.029,253.54,0.1,10.5,471900,-1,"AFP"
142,"02307206",2,204.033,152.963,0.8299,11.69,235200,1156,"AFP"
143,"02307415",1,4.61264,132.782,0.6484,3.075,128.4,30.82,"PC"
144,"02307415",2,13.1216,133.394,0.1,3.504,199.2,29.08,"PC"
145,"02440757",1,2.86751,131.696,0.515,0.9959,989.1,38.98,"AFP"
146,"02440757",2,2.8675,133.132,0.9082,0.7864,500.2,16.37,"AFP"
147,"02441151",1,2.19199,132.22,0.9403,2.273,883.5,82.14,"AFP"
148,"02441161",1,2.19202,132.212,0.8086,3.017,115800,1060,"AFP"
149,"02556639",1,2.48127,132.978,0.9487,6.555,123.8,14.85,"UNK"
150,"02556650",1,2.85236,132.043,0.9,0.8872,1447,37.43,"PC"
151,"02557335",1,0.52007,131.85,0.953,1.366,125.7,13.37,"UNK"
152,"02557335",2,0.583008,131.986,0.1,1.5,1486,-1,"UNK"
153,"02578404",1,0.872278,132.028,0.6009,4.317,228.8,27.48,"AFP"
154,"02578404",2,0.872247,132.266,0.9,3.171,322.6,17.28,"AFP"
155,"02578404",3,0.595526,131.927,0.1,1.5,440.1,-1,"UNK"
156,"02578811",1,6.20972,135.254,0.7667,2.768,42.23,10.98,"NTP"
157,"02578891",1,2.32728,132.235,0.3592,3.182,48.11,12.77,"NTP"
158,"02693450",2,0.847666,132.188,0.8811,2.875,14.04,9.44,"AFP"
159,"02693736",1,12.124,134.956,0.2137,3.307,758.7,36.7,"PC"
160,"02694337",1,0.812927,131.928,0.9398,2.177,8.625,2.282,"AFP"
161,"02694337",2,0.812865,132.269,0.152,6.151,7.499,1.623,"AFP"
162,"02715053",1,0.968256,131.505,0.06743,4.51,42.67,10.02,"AFP"
163,"02715113",1,0.968253,132.441,0.002539,5.039,103.5,11.14,"AFP"
164,"02715119",1,0.968286,132.454,0.3298,3.561,50.8,10.5,"AFP"
165,"02715135",1,5.74772,133.298,0.4735,1.884,811.4,51.9,"PC"
166,"02830919",1,1.54039,132.005,0.7169,1.876,94.73,12.82,"AFP"
167,"02831048",1,497.66,186.989,0.4792,25.77,599.7,9.841,"UNK"
168,"02831055",1,2.20925,131.901,0.6008,2.607,58.45,14.12,"PC"
169,"02831097",1,0.931998,132.344,0.0771,1.371,434.5,7.014,"UNK"
170,"02854927",1,6.5938,134.682,0.8982,12.71,88.84,7.649,"UNK"
171,"02854948",1,0.974299,132.386,0.6748,0.9358,1202,35.04,"NTP"
172,"02854953",1,0.862334,131.847,0.8546,2.431,7.956,3.985,"UNK"
173,"02854953",2,1.7248,133.144,0.9017,3.716,28.74,10.43,"NTP"
174,"01295289",1,459.319,260.207,0.8679,3.95,1836,4.948,"NTP"
175,"01295546",1,1.96443,133.301,0.9195,3.723,20.98,4.468,"AFP"
176,"01295546",2,1.96449,132.233,0.3623,11.41,11.89,5.4,"AFP"
177,"01296164",1,1.96786,132.225,0.9904,0.5097,0.04821,0.003663,"AFP"
178,"01576115",3,1.81438,133.205,0.9949,3.492,419.7,16.42,"AFP"
179,"01576115",4,1.8143,132.012,0.1,6,104.7,-1,"AFP"
180,"01576141",1,2.6868,133.608,0.01781,8.951,19.08,4.479,"UNK"
181,"01576144",1,2.68671,132.152,0.7001,1.867,45.21,22.12,"AFP"
182,"01869607",1,12.0604,135.979,0.9935,19.8,255,17.37,"AFP"
183,"01869607",2,12.0587,133.893,0.0007964,17.35,84.41,9.696,"AFP"
184,"01870398",1,43.1593,132.029,0.5715,21.26,197.5,12.38,"PC"
185,"01870849",1,0.53452,131.976,0.2761,1.501,90.07,17.74,"AFP"
186,"02021099",1,1.47235,132.347,0.08076,3.49,30.92,8.836,"UNK"
187,"02021100",1,0.866395,131.546,0.6281,2.442,31.69,7.976,"UNK"
188,"02021100",2,1.73132,132.207,0.2615,2.986,54.49,8.88,"UNK"
189,"02021440",1,7.81154,136.327,0.9957,5.339,829.5,33.66,"AFP"
190,"02168333",2,0.629072,131.733,0.9845,1.164,132.9,18.79,"NTP"
191,"02168333",3,1.22463,131.677,0.3355,3.279,41.1,3.195,"UNK"
192,"02168420",1,0.952009,131.817,0.9856,1.749,149.3,15.47,"UNK"
193,"02168420",2,1.44681,132.845,0.9516,3.86,163.4,16.95,"UNK"
194,"02307533",1,3.76213,134.266,0.2784,4.358,31.5,8.929,"AFP"
195,"02307533",2,1.25412,132.013,0.9092,3.993,9.357,4.884,"UNK"
196,"02307533",3,3.76232,135.231,0.8899,7.347,25.67,9.967,"AFP"
197,"02308603",1,459.313,260.213,0.9999,6.118,1620,7.379,"NTP"
198,"02441470",1,681.014,228.77,0.6786,8.337,748.5,6.358,"UNK"
199,"02441495",1,12.4934,138.462,0.3177,2.238,704.5,72.01,"PC"
200,"02441728",1,0.85688,131.969,0.9011,1.277,90.44,38.69,"AFP"
201,"02557350",1,3.09874,134.389,0.1,1.838,253.6,9.901,"UNK"
202,"02557430",1,0.648868,131.845,0.69,1.94,24580,2338,"UNK"
203,"02557555",1,0.633901,132.071,0.7547,1.38,37.35,3.623,"UNK"
204,"02557816",1,9.37889,138.938,0.4955,3.328,551,39.53,"PC"
205,"02578901",1,2.32694,132.72,0.7158,1.916,82.19,6.788,"AFP"
206,"02578901",2,2.32852,131.776,0.7382,7.23,64.36,8.769,"AFP"
207,"02578901",3,1.16303,132.514,0.8347,4.214,63.94,9.472,"UNK"
208,"02695030",1,0.678443,131.959,0.9136,2.102,94.85,9.163,"AFP"
209,"02695030",2,0.678468,131.607,0.847,2.496,168.7,14.52,"AFP"
210,"02695110",1,44.1894,165.801,0.9947,6.733,4393,102.3,"AFP"
211,"02696703",1,6.09405,133.66,1,1.81,2758,238.7,"PC"
212,"02715135",2,0.968314,132.349,0.06125,6.073,47.37,10.47,"AFP"
213,"02715228",1,0.968208,132.463,0.8848,3.071,49.54,9.393,"AFP"
214,"02715245",1,1.93654,133.401,0.6513,5.276,81.92,6.936,"AFP"
215,"02831251",1,5.8131,131.531,0.2141,3.662,94.97,10.18,"AFP"
216,"02832589",1,10.8497,136.744,0.8933,3.842,1227,36,"PC"
217,"02832753",1,3.5511,134.926,0.1117,5.849,45.02,10.72,"AFP"
218,"02832753",2,3.55131,132.289,0.9,4.369,45.78,11.48,"AFP"
219,"02856756",2,0.640994,131.862,0.03853,1.991,15.48,10.54,"AFP"
220,"02856756",3,0.641043,132.078,0.9,1.448,14.44,10.45,"AFP"
221,"02856960",1,204.304,164.603,0.7959,32.33,27840,141.6,"UNK"
222,"02857323",1,0.548548,131.906,0.05975,1.789,10.11,1.658,"AFP"
223,"01296164",2,1.96089,132.352,0.9907,2.722,47.83,10.49,"AFP"
224,"01296164",3,1.96131,133.129,0.9217,5.339,27.66,7.585,"AFP"
225,"01296721",1,2.60902,133.515,0.213,6.68,29.66,3.753,"UNK"
226,"01429120",1,0.760632,132.258,0.6953,1.479,33.63,8.528,"AFP"
227,"01576144",2,2.68674,132.362,0.7,1.978,33.12,16.91,"AFP"
228,"01576144",3,553.98,181.469,0.8631,4.378,54.13,2.508,"UNK"
229,"01576144",4,1.34333,132.002,0.3,1.359,17.31,11.32,"UNK"
230,"01576144",5,303.479,406.833,0.1,7.5,372.4,-1,"UNK"
231,"01870849",2,0.796828,132.073,0.0732,2.534,117.4,18.26,"AFP"
232,"01870849",3,0.796837,131.769,0.2991,2.439,71.9,11.51,"AFP"
233,"01870849",4,0.534527,131.605,0.1,1.5,137.8,-1,"AFP"
234,"01871056",1,40.8063,155.721,0.2849,13.17,313.8,33.64,"PC"
235,"02021440",2,7.81157,131.53,0.3,2.908,566.9,22.27,"AFP"
236,"02140360",1,0.967455,132.245,0.9,1.838,32.91,13.68,"UNK"
237,"02141783",1,116.52,144.147,0.07766,3.563,689.8,20.58,"PC"
238,"02282763",1,1.05344,131.592,0.9044,3.19,16.97,2.318,"NTP"
239,"02282763",2,0.688266,131.723,0.6953,1.598,71.05,9.365,"NTP"
240,"02282763",3,3.76167,133.821,0.08522,2.766,146.4,6.676,"NTP"
241,"02308957",1,1.10982,132.165,0.1,3.5,158600,-1,"NTP"
242,"02309568",1,373.85,430.816,0.6146,12.18,564.6,6.563,"NTP"
243,"02309568",2,5.47403,132.68,0.3028,14.51,82.4,7.812,"NTP"
244,"02309579",1,1.04369,132.548,0.3223,3.327,38.56,9.563,"AFP"
245,"02442084",1,49.7886,175.193,0.6994,7.398,233100,2285,"AFP"
246,"02442084",2,49.7886,134.385,0.8884,3.776,164600,1099,"AFP"
247,"02442118",1,1.22148,132.013,0.8569,3.905,6.387,13.48,"AFP"
248,"02442118",2,1.22172,132.725,0.9607,2.669,4.545,7.309,"AFP"
249,"02442359",1,0.552831,131.757,0.1843,1.176,107.3,24.88,"AFP"
250,"02558163",1,17.5436,138.919,0.09944,6.894,227.8,10.17,"PC"
251,"02558363",1,0.546234,131.598,0.5006,1.05,245.1,16.5,"AFP"
252,"02558370",1,0.54625,131.581,0.8996,1.073,21920,58.71,"PC"
253,"02579043",1,6.31216,136.936,0.4992,4.847,395.4,30.76,"PC"
254,"02579147",1,7.35291,134.201,0.1,12.5,233.4,6.752,"AFP"
255,"02579147",2,14.7061,144.903,0.3001,15.51,451.3,9.768,"NTP"
256,"02579147",3,7.35317,132.269,0.697,15.04,388.9,12.19,"AFP"
257,"02579147",4,1.33664,132.243,0.1,5,481,-1,"UNK"
258,"02696938",1,573.587,131.578,0.2186,10.46,1148,8.64,"NTP"
259,"02697935",1,21.5129,132.468,1,3.479,1206,51.86,"UNK"
260,"02706947",1,2.57772,133.816,0.6689,8.244,21.15,6.946,"UNK"
261,"02707097",1,0.692797,131.897,0.8678,0.5059,27800,323,"AFP"
262,"02715282",1,0.968163,132.491,0.5392,5.249,46.48,11.44,"AFP"
263,"02715398",1,0.968354,132.341,0.1998,4.116,70.15,7.949,"AFP"
264,"02715487",1,0.700442,131.88,0.2915,1.615,41.3,12.18,"AFP"
265,"02715487",2,0.700452,132.064,0.9055,1.709,23.68,8.848,"AFP"
266,"02833554",1,2.08014,133.347,0.6921,5.775,27.68,10.81,"AFP"
267,"02833554",2,2.08023,132.257,0.7,7.487,26.26,11.76,"AFP"
268,"02834463",1,5.88843,136.022,0.7602,1.06,136.6,10.34,"UNK"
269,"02857722",3,0.630106,131.901,0.4925,0.717,131.5,13.59,"AFP"
270,"02858134",1,494.127,257.587,0.5391,2.763,136.4,2.059,"UNK"
271,"02859299",1,0.643683,131.992,0.7159,0.9114,37.2,9.341,"AFP"
272,"02859299",2,0.643679,131.68,0.6983,1.023,29.06,8.104,"AFP"
273,"01429120",2,0.760636,131.907,0.05874,3.041,31.77,11.17,"AFP"
274,"01429589",1,38.1688,144.468,0.8681,6.769,83.53,8.166,"PC"
275,"01429653",1,2.33824,133.096,0.8891,6.703,109.9,16.39,"AFP"
276,"01576558",1,3.79584,134.649,0.6003,15.38,18.97,7.371,"NTP"
277,"01577039",1,3.07312,132.668,0.5036,4.649,282.1,8.788,"AFP"
278,"01577039",2,3.07306,133.824,0.1094,2.368,430.7,11.22,"AFP"
279,"01871056",2,140.103,216.217,0.3028,17.94,332.6,18.13,"PC"
280,"01871483",1,14.1374,136.683,0.495,2.247,382.2,7.761,"UNK"
281,"01872262",1,0.750956,132.279,0.02765,3.626,29.4,9.802,"UNK"
282,"02141938",1,1.2538,132.448,0.2248,2.688,23.33,9.775,"AFP"
283,"02141938",2,1.25373,131.946,0.02704,4.735,18.31,10.05,"AFP"
284,"02142522",1,13.3235,134.037,0.9135,3.952,109.5,16.79,"PC"
285,"02156514",1,1.58556,132.918,0.09555,3.646,35.42,8.951,"UNK"
286,"02283124",1,0.611056,132.097,0.1002,1.468,31.21,10.62,"AFP"
287,"02283124",2,0.611014,131.778,0.4122,2.067,15.96,6.081,"AFP"
288,"02283124",3,1.22208,132.552,0.9102,1.698,32.84,9.615,"UNK"
289,"02283362",1,0.673138,131.69,0.1024,1.07,199.1,11.26,"AFP"
290,"02309579",2,1.04366,131.779,0.7,2.109,46.08,10.36,"AFP"
291,"02309585",1,1.83852,132.095,0.1,1.5,19390,-1,"AFP"
292,"02309587",1,1.83851,132.102,0.7033,3.109,116900,3155,"AFP"
293,"02309587",2,0.919256,132.101,0.1,2,14680,-1,"UNK"
294,"02309719",1,54.3563,164.07,0.999,6.378,10520,547.5,"PC"
295,"02442448",1,76.6135,153.799,0.5216,9.547,509.6,23.09,"PC"
296,"02442551",1,453.951,504.679,0.6928,9.721,426.3,3.98,"UNK"
297,"02443393",1,73.7097,202.806,0.8905,10.36,133.4,15.9,"PC"
298,"02443753",1,0.864109,131.601,0.4667,4.741,31.92,10.82,"UNK"
299,"02558488",1,1.28785,132.403,0.938,3.514,14.64,7.676,"NTP"
300,"02568519",1,0.916937,131.824,0.1,3.5,103.9,-1,"UNK"
301,"02568971",1,5.08857,134.059,0.9998,4.612,188.2,29.59,"NTP"
302,"02568971",2,2.54433,133.97,0.1689,3.374,75.03,13.41,"UNK"
303,"02568971",3,0.848111,131.821,0.1024,2.62,28.03,11.48,"UNK"
304,"02579814",1,2.79091,133.906,0.7791,11.37,21.05,9.026,"NTP"
305,"02579906",1,0.640756,131.533,0.9053,1.791,18.05,7.811,"UNK"
306,"02580613",1,3.00609,131.566,0.9394,6.869,13.36,7.912,"UNK"
307,"02580872",1,15.9266,145.552,0.1,5,280800,-1,"AFP"
308,"02707479",1,0.752174,131.657,0.04901,2.511,122.4,5.206,"UNK"
309,"02707479",2,0.950029,132.165,0.8989,3.034,265.7,9.245,"AFP"
310,"02707479",3,0.95013,131.606,0.1,3.5,77.97,-1,"AFP"
311,"02707916",1,1.89129,132.676,0.9086,3.549,387.6,14.53,"AFP"
312,"02715695",1,4.0958,131.618,0.8653,1.726,447.6,12.41,"PC"
313,"02715695",2,7.55877,137.966,0.126,1.108,641,10.25,"PC"
314,"02716801",1,42.5215,136.134,0.8859,6.096,733.5,14.49,"PC"
315,"02716801",2,9.47661,134.735,0.5053,4.404,213.3,8.006,"UNK"
316,"02835657",1,0.761739,131.957,0.8998,1.458,47.42,8.696,"NTP"
317,"02837111",1,8.73486,135.085,0.1269,4.357,280,23.06,"PC"
318,"02837111",2,3.71839,134.668,0.7468,3.642,71.94,8.252,"UNK"
319,"02846358",1,394.749,426.232,0.4739,14.31,255.3,3.816,"UNK"
320,"02860656",1,4.11492,135.327,0.79,3.12,174.7,11.11,"PC"
321,"02860788",1,2.62987,132.068,0.6555,6.399,122900,5352,"UNK"
322,"02860793",1,2.62986,132.074,0.01356,4.058,102.8,22.53,"AFP"
323,"02860793",2,3.72882,132.441,0.01543,5.602,52.22,9.54,"NTP"
324,"01429653",2,2.33844,132.286,0.1525,7.424,66.98,10.96,"AFP"
325,"01430207",1,399.527,490.221,0.5015,11.73,90.79,1.979,"NTP"
326,"01430590",1,0.693353,131.982,0.9,1.909,24.05,12.01,"NTP"
327,"01430590",2,0.921289,131.763,0.9625,2.059,26.76,10.24,"UNK"
328,"01577039",3,3.07338,131.559,0.9974,5.531,306.3,12.95,"AFP"
329,"01577039",4,3.07309,133.661,0.05758,7.645,464.7,14.77,"AFP"
330,"01577912",1,0.601866,132.03,0.085,3.849,36.49,10.6,"UNK"
331,"01577912",2,0.781821,132.274,0.9975,1.245,145.8,14,"UNK"
332,"01872262",2,1.30242,131.912,0.9729,2.63,48.88,9.492,"UNK"
333,"01872821",1,10.2738,134.651,0.7,3.125,390.2,19.57,"PC"
334,"01872948",1,1.38606,131.646,0.3352,3.533,10.63,12.87,"AFP"
335,"01872948",2,1.38635,131.743,0.6466,5.069,10.61,10.28,"AFP"
336,"02157247",1,5.68649,132.743,0.7502,2.344,537.7,36.86,"UNK"
337,"02157247",2,5.68643,133.291,0.2835,2.251,574.7,41.47,"UNK"
338,"02157489",1,1.35724,132.48,0.8647,3.918,11.03,10.02,"AFP"
339,"02283362",2,0.673128,132.017,0.4981,1.815,125.8,9.384,"AFP"
340,"02297728",1,1.80016,132.679,0.1002,5.861,38.52,9.928,"NTP"
341,"02297728",2,0.535446,131.683,0.9352,1.483,12.27,4.49,"NTP"
342,"02297729",1,477.014,608.124,0.0009928,12.17,3948,8.524,"UNK"
343,"02309910",1,1.84362,132.305,0.5015,4.566,125.9,20.31,"AFP"
344,"02310284",1,1.39938,132.621,0.7125,4.218,97.31,6.287,"NTP"
345,"02310284",2,0.699673,131.568,0.1,2.5,760,-1,"UNK"
346,"02310586",1,0.585522,131.579,0.5209,1.83,103.4,8.546,"UNK"
